iter	Logloss
248	0.434661615
249	0.4345814841
250	0.4344909604
251	0.4344076439
252	0.4343104129
253	0.4342171723
254	0.4341394406
255	0.4340574002
256	0.4339778117
257	0.4338899811
258	0.4338059645
259	0.4337207016
260	0.4336357766
261	0.4335469845
262	0.4334551764
263	0.4333626491
264	0.4332918579
265	0.4332177043
266	0.4331194741
267	0.4330299046
268	0.4329565075
269	0.4328865768
270	0.4328047312
271	0.4327298777
272	0.4326521119
273	0.4325826734
274	0.4325253863
275	0.4324526861
276	0.4323707497
277	0.4322991692
278	0.4322334881
279	0.4321665526
280	0.4320907474
281	0.4320143175
282	0.4319543503
283	0.4318840569
284	0.4318126748
285	0.4317358561
286	0.431671248
287	0.4315987141
288	0.4315383054
289	0.4314676557
290	0.4314033155
291	0.4313264307
292	0.431259298
293	0.4311953814
294	0.4311365845
295	0.4310766272
296	0.4310074863
297	0.4309499333
298	0.4308773947
299	0.4308408017
300	0.4307782978
301	0.4307159162
302	0.4306514495
303	0.4305951287
304	0.430536732
305	0.4304769062
306	0.4304116937
307	0.4303508769
308	0.4302932733
309	0.4302475639
310	0.4302089095
311	0.4301730278
312	0.4301238026
313	0.4300701463
314	0.4300154115
315	0.4299604375
316	0.4299029882
317	0.4298544943
318	0.4298024293
319	0.4297415836
320	0.4296933942
321	0.4296307673
322	0.42957728
323	0.4295196564
324	0.4294802522
325	0.4294366107
326	0.4293824675
327	0.4293257359
328	0.4292863496
329	0.42921703
330	0.4291623385
331	0.4291158332
332	0.4290703766
333	0.4290152707
334	0.4289641188
335	0.4289452274
336	0.4288778784
337	0.428829608
338	0.4287897039
339	0.4287466173
340	0.4286903258
341	0.4286523337
342	0.4286026885
343	0.428559724
344	0.428506872
345	0.4284541066
346	0.4284217619
347	0.4283656065
348	0.4283212098
349	0.428272165
350	0.4282218749
351	0.4281810371
352	0.4281340888
353	0.4280874846
354	0.428056513
355	0.4280025925
356	0.4279699061
357	0.4279350752
358	0.4278907209
359	0.4278477613
360	0.4277967265
361	0.4277601286
362	0.4277240937
363	0.4276757543
364	0.4276305734
365	0.4275856739
366	0.4275395921
367	0.427493944
368	0.4274441453
369	0.4274001537
370	0.4273481549
371	0.4273066192
372	0.4272713945
373	0.4272366785
374	0.4272046294
375	0.4271701194
376	0.4271340083
377	0.4270882515
378	0.4270386342
379	0.4269865664
380	0.4269445093
381	0.4269090769
382	0.4268614516
383	0.426811633
384	0.4267720129
385	0.4267392586
386	0.4266986535
387	0.4266599915
388	0.4266195767
389	0.4265767059
390	0.4265423518
391	0.4265065496
392	0.4264749163
393	0.4264323924
394	0.4263802224
395	0.426339239
396	0.4263015615
397	0.4262688441
398	0.4262255618
399	0.4261888557
400	0.4261775184
401	0.4261447492
402	0.4261111379
403	0.4260652962
404	0.4260216432
405	0.4259911439
406	0.4259578115
407	0.4259221794
408	0.4258725366
409	0.4258378266
410	0.4258049822
411	0.425770375
412	0.4257312606
413	0.4257059614
414	0.4256740955
415	0.4256405488
416	0.4256096208
417	0.4255689617
418	0.4255478857
419	0.4255157225
420	0.4254832062
421	0.4254441383
422	0.42540981
423	0.4253791915
424	0.4253464694
425	0.4253183721
426	0.4252857221
427	0.4252463491
428	0.4251983059
429	0.4251561595
430	0.4251219631
431	0.4250861019
432	0.4250524204
433	0.4250090173
434	0.4249879711
435	0.4249565185
436	0.4249273377
437	0.4248926073
438	0.4248734804
439	0.4248410844
440	0.4248054927
441	0.4247563863
442	0.4247200896
443	0.4246905815
444	0.4246645224
445	0.4246253252
446	0.4245861309
447	0.4245551131
448	0.4245225515
449	0.4244882027
450	0.4244561559
451	0.4244217521
452	0.4243830223
453	0.4243524613
454	0.4243279762
455	0.4242977685
456	0.4242621729
457	0.4242266418
458	0.4241968017
459	0.4241684039
460	0.4241378688
461	0.4241039177
462	0.4240688131
463	0.4240465595
464	0.4240196425
465	0.423989937
466	0.4239589326
467	0.4239280475
468	0.4238955657
469	0.4238740779
470	0.4238395676
471	0.4238112096
472	0.4237839475
473	0.4237539973
474	0.4237215028
475	0.4237017292
476	0.4236823455
477	0.4236536647
478	0.4236301347
479	0.4235950366
480	0.4235596737
481	0.4235314517
482	0.4235020732
483	0.4234818791
484	0.4234548539
485	0.423423972
486	0.4233989469
487	0.4233749655
488	0.4233525202
489	0.4233211865
490	0.4232863691
491	0.4232633062
492	0.4232430687
493	0.4232204167
494	0.4231967379
495	0.4231648711
496	0.4231354437
497	0.4231106354
498	0.423087424
499	0.4230654726
500	0.4230383211
501	0.4230072825
502	0.422983035
503	0.4229531428
504	0.4229307767
505	0.4229068927
506	0.4228858506
507	0.4228718928
508	0.4228420388
509	0.4228083717
510	0.4227842067
511	0.4227671309
512	0.4227405686
513	0.4227206018
514	0.422700706
515	0.4226714601
516	0.4226449576
517	0.4226240281
518	0.422600451
519	0.422570368
520	0.4225442512
521	0.4225195856
522	0.4224946308
523	0.4224716072
524	0.4224476415
525	0.4224253387
526	0.4224013441
527	0.422380594
528	0.4223602873
529	0.4223445712
530	0.4223177893
531	0.4223091273
532	0.4222888531
533	0.4222641507
534	0.4222371441
535	0.4222110609
536	0.4221861092
537	0.4221664187
538	0.4221487995
539	0.4221306411
540	0.4221062765
541	0.4220850635
542	0.4220658882
543	0.4220494268
544	0.4220212115
545	0.4220081688
546	0.421986516
547	0.4219698106
548	0.4219464515
549	0.4219193871
550	0.4218915055
551	0.4218641366
552	0.4218433959
553	0.4218251263
554	0.4218061046
555	0.421787052
556	0.421766548
557	0.4217439947
558	0.4217181553
559	0.4216875337
560	0.4216631526
561	0.4216366611
562	0.4216144282
563	0.4215862711
564	0.4215625192
565	0.4215407708
566	0.4215065063
567	0.4214782264
568	0.4214592276
569	0.4214320558
570	0.4214167021
571	0.421389386
572	0.4213717608
573	0.4213533934
574	0.4213337666
575	0.4213159964
576	0.4212943589
577	0.4212800266
578	0.4212617654
579	0.4212367218
580	0.4212096812
581	0.4211808219
582	0.4211568926
583	0.4211333686
584	0.4211163743
585	0.4211047073
586	0.4210813725
587	0.421055549
588	0.4210402143
589	0.421019825
590	0.4209959318
591	0.4209771652
592	0.4209612919
593	0.4209349333
594	0.4209094587
595	0.4208893501
596	0.42086814
597	0.4208502305
598	0.4208248056
599	0.4208109279
600	0.4207936572
601	0.4207785499
602	0.4207519734
603	0.4207356009
604	0.4207194319
605	0.420703056
606	0.42068382
607	0.4206623713
608	0.4206439523
609	0.4206264668
610	0.4206090188
611	0.4205945363
612	0.4205713541
613	0.4205433958
614	0.4205187456
615	0.4204914995
616	0.4204723073
617	0.4204590755
618	0.4204399617
619	0.4204212094
620	0.4204016513
621	0.4203865877
622	0.4203741476
623	0.4203502392
624	0.4203354449
625	0.4203185079
626	0.4202935797
627	0.420274081
628	0.4202564729
629	0.4202426563
630	0.4202214218
631	0.42020508
632	0.4201916687
633	0.420171732
634	0.4201509724
635	0.4201315197
636	0.4201102439
637	0.4200926614
638	0.4200795062
639	0.4200565072
640	0.4200428526
641	0.420028479
642	0.4200112567
643	0.4199970441
644	0.4199797429
645	0.4199627696
646	0.4199441375
647	0.419922038
648	0.4198978777
649	0.4198819477
650	0.4198696921
651	0.4198536306
652	0.4198379836
653	0.4198185892
654	0.419804782
655	0.4197794773
656	0.419764287
657	0.419740193
658	0.4197297642
659	0.419713301
660	0.4196907596
661	0.4196693154
662	0.4196486066
663	0.4196355984
664	0.4196163081
665	0.4196057006
666	0.419588654
667	0.4195629952
668	0.4195469941
669	0.4195285984
670	0.4195114446
671	0.4194944281
672	0.4194736684
673	0.4194597867
674	0.4194390031
675	0.4194156806
676	0.4194000003
677	0.4193800313
678	0.4193579537
679	0.4193428795
680	0.4193329113
681	0.4193086854
682	0.4192876762
683	0.4192758305
684	0.4192625389
685	0.4192479652
686	0.4192255607
687	0.4192079343
688	0.419190644
689	0.4191721393
690	0.4191529155
691	0.4191394846
692	0.4191232768
693	0.4191100802
694	0.4190954052
695	0.4190739931
696	0.4190650505
697	0.4190470585
698	0.4190332025
699	0.419016115
700	0.419004431
701	0.4189875863
702	0.418973093
703	0.4189545036
704	0.4189476243
705	0.4189305753
706	0.4189134884
707	0.4189035975
708	0.418893929
709	0.4188756803
710	0.4188599383
711	0.4188454529
712	0.418825547
713	0.4188115697
714	0.4187956491
715	0.4187763733
716	0.4187584797
717	0.4187472848
718	0.4187281199
719	0.4187070375
720	0.4186943903
721	0.4186747246
722	0.4186643384
723	0.4186506608
724	0.4186335598
725	0.4186191664
726	0.4186106088
727	0.4185970058
728	0.4185770419
729	0.418560724
730	0.418545184
731	0.418533228
732	0.4185169084
733	0.418500802
734	0.4184837123
735	0.4184686997
736	0.4184653244
737	0.4184439836
738	0.4184233106
739	0.4184098705
740	0.4183883287
741	0.4183735929
742	0.4183564241
743	0.4183405818
744	0.4183265348
745	0.4183178583
746	0.4182968186
747	0.4182822094
748	0.4182669064
749	0.418253537
750	0.4182413512
751	0.4182225328
752	0.4182075017
753	0.4181900694
754	0.4181729515
755	0.4181604552
756	0.4181425183
757	0.4181210017
758	0.4181000939
759	0.4180891188
760	0.4180770543
761	0.4180648153
762	0.4180440153
763	0.4180304169
764	0.4180069717
765	0.4179899838
766	0.4179763462
767	0.4179604036
768	0.4179435577
769	0.4179278585
770	0.4179256242
771	0.417915532
772	0.4178998646
773	0.4178898524
774	0.4178679826
775	0.417854583
776	0.4178516505
777	0.4178410737
778	0.4178260138
779	0.4178123112
780	0.4177980791
781	0.4177840826
782	0.4177660678
783	0.4177518229
784	0.4177364873
785	0.4177192862
786	0.4177057498
787	0.4176883035
788	0.4176797397
789	0.4176659727
790	0.417654433
791	0.4176379005
792	0.4176284728
793	0.4176144436
794	0.4176003066
795	0.4175830219
796	0.4175685497
797	0.4175509522
798	0.417533994
799	0.4175169941
800	0.417504434
801	0.4174911148
802	0.4174756004
803	0.4174648968
804	0.4174491964
805	0.4174344626
806	0.4174223939
807	0.417405564
808	0.4173909474
809	0.4173803751
810	0.4173704997
811	0.4173544684
812	0.4173394327
813	0.4173171996
814	0.4173071654
815	0.4172948394
816	0.4172833855
817	0.4172649988
818	0.4172626087
819	0.4172486695
820	0.4172358014
821	0.4172269058
822	0.4172183633
823	0.4172087703
824	0.4171941472
825	0.417175994
826	0.4171588161
827	0.4171481207
828	0.4171326026
829	0.4171210896
830	0.4171105842
831	0.4170968809
832	0.4170857817
833	0.4170681546
834	0.4170555559
835	0.4170465739
836	0.4170341889
837	0.417021108
838	0.4170093833
839	0.4169999951
840	0.416982543
841	0.4169646209
842	0.416947795
843	0.4169373109
844	0.4169233788
845	0.4169050086
846	0.4168909182
847	0.4168698008
848	0.4168598569
849	0.4168513032
850	0.4168368064
851	0.4168289296
852	0.4168160197
853	0.416800966
854	0.4167906888
855	0.4167817428
856	0.416760113
857	0.4167521237
858	0.4167361223
859	0.4167244253
860	0.4167127015
861	0.4167092227
862	0.4166921618
863	0.4166759098
864	0.4166576151
865	0.4166493999
866	0.4166337329
867	0.4166168215
868	0.4165992468
869	0.4165946656
870	0.4165825047
871	0.4165678999
872	0.4165546869
873	0.4165374066
874	0.4165238106
875	0.4165085833
876	0.4164902969
877	0.4164820591
878	0.4164644424
879	0.4164470726
880	0.4164389253
881	0.4164229204
882	0.4164080386
883	0.4163982317
884	0.4163837314
885	0.4163691515
886	0.4163553062
887	0.4163402279
888	0.4163253257
889	0.4163141599
890	0.4163141376
891	0.4163024677
892	0.4162896566
893	0.4162792399
894	0.4162707867
895	0.4162594417
896	0.4162429402
897	0.4162281604
898	0.4162168656
899	0.4162057777
900	0.4161911768
901	0.416180148
902	0.4161655111
903	0.4161559869
904	0.4161462421
905	0.4161409369
906	0.4161235567
907	0.4161117228
908	0.4160993972
909	0.4160868135
910	0.4160757914
911	0.4160623566
912	0.4160449658
913	0.416032337
914	0.4160156705
915	0.4160029257
916	0.4159947883
917	0.4159900619
918	0.4159732027
919	0.4159553253
920	0.4159421155
921	0.4159326732
922	0.4159202666
923	0.4159152523
924	0.4159016636
925	0.4158863235
926	0.4158682088
927	0.4158577513
928	0.4158422892
929	0.4158316733
930	0.4158122766
931	0.415806639
932	0.4157913159
933	0.4157756549
934	0.415761155
935	0.415748295
936	0.4157300972
937	0.4157204085
938	0.4157067315
939	0.4156989644
940	0.4156829764
941	0.4156660884
942	0.4156530828
943	0.4156428484
944	0.4156285686
945	0.4156133217
946	0.4155952519
947	0.415578593
948	0.4155634042
949	0.4155514466
950	0.4155454073
951	0.4155362428
952	0.4155249353
953	0.4155055815
954	0.4154870183
955	0.4154775933
956	0.4154688098
957	0.4154605175
958	0.415444409
959	0.4154337629
960	0.4154206916
961	0.4154090909
962	0.4153989254
963	0.4153778543
964	0.4153633482
965	0.4153485128
966	0.4153336974
967	0.4153215458
968	0.4153036882
969	0.4152920958
970	0.415286777
971	0.4152710995
972	0.4152614082
973	0.4152454035
974	0.4152374301
975	0.4152236543
976	0.4152104147
977	0.415202215
978	0.4151899836
979	0.4151756685
980	0.4151619583
981	0.4151563164
982	0.4151447849
983	0.4151348192
984	0.4151259888
985	0.415109765
986	0.4150987303
987	0.4150921344
988	0.4150803449
989	0.4150748129
990	0.4150573372
991	0.4150414865
992	0.4150347366
993	0.4150181153
994	0.4150022907
995	0.4149905437
996	0.4149780661
997	0.4149707506
998	0.4149571934
999	0.4149350413
