Unnamed: 0,AUC,Logloss,file_path
,0.810042777910807,0.3921948516522515,../experiments/21/20211019-183243/results.txt
,0.7919636306466827,0.3990779928896814,../experiments/22/20211019-184349/results.txt
,0.791585445094217,0.4034193749211997,../experiments/27/20211019-191108/results.txt
,0.7896923652113799,0.3818034869589612,../experiments/25/20211019-183546/results.txt
,0.7873707907075874,0.3976182613965741,../experiments/23/20211019-183424/results.txt
,0.7845330010489042,0.3626246306460943,../experiments/5651/20211019-202755/results.txt
,0.7838828564635016,0.4046390713761212,../experiments/24/20211019-204134/results.txt
,0.7817262399556664,0.4163374396958758,../experiments/24/20211019-183455/results.txt
,0.7815003143880368,0.3926355917978429,../experiments/27/20211019-184601/results.txt
,0.7805740332667449,0.4006119611999678,../experiments/5650/20211019-202712/results.txt
,0.7801658229313254,0.4323225898679724,../experiments/1932/20211019-202538/results.txt
,0.7795804971122112,0.4142074071428606,../experiments/26/20211019-183625/results.txt
,0.7785055230669266,0.4111428224559508,../experiments/24/20211019-184430/results.txt
,0.7784525674604855,0.4315927461874881,../experiments/5652/20211019-202839/results.txt
,0.7781899744131131,0.4018537953161089,../experiments/23/20211019-191602/results.txt
,0.7767653168865964,0.4136544249374278,../experiments/23/20211019-191249/results.txt
,0.7756124084249084,0.3832892346508414,../experiments/24/20211019-205255/results.txt
,0.7754569344343392,0.400984830614937,../experiments/25/20211019-163541/results.txt
,0.7732769003599643,0.3963827633135115,../experiments/29/20211019-204350/results.txt
,0.7729434926348668,0.4034491445641363,../experiments/23/20211019-163434/results.txt
,0.7729077140760927,0.4058774831947475,../experiments/25/20211019-184457/results.txt
,0.7728225552877057,0.4083696828264087,../experiments/29/20211019-184655/results.txt
,0.7721332388377038,0.3925618128401909,../experiments/27/20211019-205351/results.txt
,0.7715071268359742,0.4083053580893573,../experiments/28/20211019-191709/results.txt
,0.7709159301936648,0.4026165167245445,../experiments/23/20211019-165115/results.txt
,0.7706847952246725,0.4071712596795058,../experiments/28/20211019-184637/results.txt
,0.770667638070953,0.4040716203930706,../experiments/25/20211019-191313/results.txt
,0.7698758805769876,0.4087677325715791,../experiments/27/20211019-183718/results.txt
,0.769188140759213,0.4208919760928925,../experiments/23/20211019-205221/results.txt
,0.7690670020172289,0.4034543562910677,../experiments/29/20211019-163759/results.txt
,0.7689502659684148,0.4096973187410004,../experiments/22/20211019-163401/results.txt
,0.7688889838292782,0.3897259371970575,../experiments/28/20211019-191347/results.txt
,0.7687462680817458,0.418079765801247,../experiments/25/20211019-204209/results.txt
,0.7685201495312469,0.4170347472881833,../experiments/26/20211019-184532/results.txt
,0.768179646440516,0.4210727679177345,../experiments/28/20211019-204330/results.txt
,0.7674581152015433,0.3986630937091731,../experiments/27/20211019-191333/results.txt
,0.7670476187002402,0.4031872777439129,../experiments/25/20211019-165238/results.txt
,0.7658792025532143,0.4101191159686521,../experiments/26/20211019-163616/results.txt
,0.7650205505992085,0.4015184701255158,../experiments/26/20211019-162839/results.txt
,0.7649768638448305,0.4083750587349541,../experiments/27/20211019-165434/results.txt
,0.764796692379753,0.4148845962652244,../experiments/24/20211019-165200/results.txt
,0.764767014699344,0.4070965139048463,../experiments/24/20211019-162732/results.txt
,0.7645562113857016,0.3975002843157166,../experiments/29/20211019-191157/results.txt
,0.7643417245324351,0.4091856021887202,../experiments/22/20211019-165025/results.txt
,0.7638695960311835,0.3916923581950764,../experiments/26/20211019-204232/results.txt
,0.7637735462735462,0.4098449806431986,../experiments/26/20211019-165332/results.txt
,0.7636158251894878,0.4108389223682637,../experiments/29/20211019-165558/results.txt
,0.7633494910011067,0.4179146620840239,../experiments/23/20211019-184413/results.txt
,0.7629141674960835,0.404563330133563,../experiments/24/20211019-163508/results.txt
,0.7627842725947149,0.4183143892049559,../experiments/29/20211019-183900/results.txt
,0.7622753022042827,0.4139020489324495,../experiments/23/20211019-162658/results.txt
,0.7622679679597584,0.4039587907811982,../experiments/27/20211019-191658/results.txt
,0.7622610062416804,0.4054231393120352,../experiments/22/20211019-162622/results.txt
,0.7620542473832194,0.4143499697421788,../experiments/27/20211019-163650/results.txt
,0.7615899725274725,0.3914680073903286,../experiments/27/20211019-204259/results.txt
,0.761119492220266,0.4150593360981593,../experiments/28/20211019-162950/results.txt
,0.7604573760670008,0.4113631208753263,../experiments/28/20211019-163724/results.txt
,0.7604057845663269,0.4090792855810534,../experiments/27/20211019-162912/results.txt
,0.7601774749308267,0.4113969890610539,../experiments/28/20211019-165525/results.txt
,0.7598025630802002,0.4100817323764247,../experiments/28/20211019-185613/results.txt
,0.7594411207352499,0.4151940146402904,../experiments/29/20211019-190656/results.txt
,0.7593792925824175,0.3939847974895835,../experiments/26/20211019-191325/results.txt
,0.7586778690673341,0.4084615987334669,../experiments/29/20211019-205141/results.txt
,0.7585823507692308,0.4144104442578615,../experiments/25/20211019-162812/results.txt
,0.7583684309820773,0.4183423258416874,../experiments/27/20211019-185506/results.txt
,0.7582497545839597,0.4051230379578036,../experiments/3446/20211019-202614/results.txt
,0.7579421383271346,0.4118104767256648,../experiments/28/20211019-190528/results.txt
,0.7578574632791564,0.4157828526046742,../experiments/27/20211019-205044/results.txt
,0.7578370450910608,0.4261711559246134,../experiments/25/20211019-191631/results.txt
,0.7576324574924262,0.4142822391103353,../experiments/27/20211019-190411/results.txt
,0.7575613167664572,0.4098994575739269,../experiments/26/20211019-190316/results.txt
,0.7575573698146514,0.4031913327416813,../experiments/29/20211019-191401/results.txt
,0.7571540033771892,0.4201860885959461,../experiments/21/20211019-163340/results.txt
,0.7571131713554987,0.4143353632973711,../experiments/26/20211019-191645/results.txt
,0.756875,0.3868391930887028,../experiments/26/20211019-205329/results.txt
,0.756175,0.4378856964456408,../experiments/23/20211019-204122/results.txt
,0.7558303030303031,0.4005584180541346,../experiments/29/20211019-191724/results.txt
,0.7555838125420545,0.4137631561686654,../experiments/29/20211019-163024/results.txt
,0.755499645641389,0.3958580828042083,../experiments/21/20211019-184330/results.txt
,0.7550599805994879,0.4152725259328597,../experiments/29/20211019-185711/results.txt
,0.755001458811663,0.4120735069296558,../experiments/28/20211019-205111/results.txt
,0.7543303458014551,0.4150478780036981,../experiments/25/20211019-190153/results.txt
,0.7537359900505465,0.4160356027532452,../experiments/26/20211019-185357/results.txt
,0.753446802485569,0.4171082224620036,../experiments/24/20211019-190026/results.txt
,0.7533406679556814,0.4163416859291842,../experiments/26/20211019-205021/results.txt
,0.7526795593976721,0.4155440109013579,../experiments/24/20211019-204943/results.txt
,0.7525748917748918,0.403952562330102,../experiments/28/20211019-183759/results.txt
,0.7523830140972645,0.4160458394177462,../experiments/22/20211019-185023/results.txt
,0.7519093129259555,0.4164414552836948,../experiments/21/20211019-164948/results.txt
,0.7517768301350392,0.4338114441371705,../experiments/28/20211019-205418/results.txt
,0.751520334656528,0.4151968293818716,../experiments/24/20211019-185200/results.txt
,0.7514966085301945,0.4344250833813771,../experiments/5649/20211019-202648/results.txt
,0.7512245138272179,0.4155206668584281,../experiments/23/20211019-185907/results.txt
,0.7511722765710496,0.4129679082773118,../experiments/20/20211019-183214/results.txt
,0.7509954946209625,0.418701954530523,../experiments/25/20211019-205000/results.txt
,0.7508508663366337,0.420008682097381,../experiments/29/20211019-205430/results.txt
,0.7493957115009746,0.4211795220565585,../experiments/20/20211019-184319/results.txt
,0.7492065662023719,0.4198309491352232,../experiments/25/20211019-185256/results.txt
,0.7489169008417574,0.4177143308490366,../experiments/20/20211019-162518/results.txt
,0.7482158851232268,0.3964812417711991,../experiments/23/20211019-190818/results.txt
,0.7478090581444305,0.4152778131029805,../experiments/23/20211019-185112/results.txt
,0.7476526265969357,0.4132322069288476,../experiments/20/20211019-164904/results.txt
,0.7473625935352908,0.4140879863698271,../experiments/23/20211019-204918/results.txt
,0.7465224895928521,0.4363757797953005,../experiments/26/20211019-191023/results.txt
,0.7460645554542731,0.4189273078186598,../experiments/21/20211019-162550/results.txt
,0.7449365808557973,0.3922886034586629,../experiments/25/20211019-205316/results.txt
,0.7448339684359757,0.4261804652469066,../experiments/20/20211019-163304/results.txt
,0.74398125,0.4384459909732127,../experiments/24/20211019-191300/results.txt
,0.7411730147499717,0.4193955164758651,../experiments/21/20211019-184934/results.txt
,0.7408902132851545,0.4605349878672294,../experiments/25/20211019-190922/results.txt
,0.7407980933830958,0.4516541536277297,../experiments/22/20211019-183352/results.txt
,0.7382719593209218,0.4141562943708587,../experiments/24/20211019-190843/results.txt
,0.7335244465679248,0.4378048423466804,../experiments/28/20211019-191131/results.txt
,0.7330282672157777,0.4260420557055208,../experiments/20/20211019-184857/results.txt
,0.7246374020070497,0.4380569627001676,../experiments/24/20211019-191616/results.txt
,0.7197388119127249,0.4433846070026032,../experiments/5653/20211019-202902/results.txt
